ItemID,ItemName,Category,UoM,UnitPriceUSD,UnitPriceIDR,MinStock,LastStock,Location,Photo
13.0045,Cable Pason CBLASS750-ETHERNET - 15 Pin 100Ft. P/N. TCSMX 776610,,,0,,,1,WH - PASON/J,
13.0046,Air Filter - PERKINS 2652C831,,,0,,,2,WH - PASON/K,
13.0047,Air Filter (IN) - FLEETGUARD AF1604,,,0,,,2,WH - PASON/K,
13.0048,Air Filter - DONALDSON P182059,,,0,,,2,WH - PASON/K,
13.0049,Hyd Filter - FLEETGUARD / FHAS HF6856 / FH8998,,,0,,,3,WH - PASON/M,
13.005,Hyd. Filter - DONALDSON / FLEETGUARD P551551 / HF6520,,,0,128250,,0,WH - PASON/M,
13.0051,Hyd. Filter Element - MP FILTRI CH-070-A25-A for. Genset MTU M.P 1 & 2,,,0,,,4,WH - PASON/M,
13.0052,Lube/Oil Filter - DONALDSON P554407,,,0,,,1,WH - PASON/M,
13.0053,Fuel Filter - DONALDSON P552603,,,0,,,4,WH - PASON/M,
13.0054,Cooland Filter - DONALDSON P552055,,,0,,,5,WH - PASON/M,
13.0055,Hyd. Filter - DONALDSON P550148,,,0,,,2,WH - PASON/M,
13.0056,Air Filter - FLEETGUARD AF25553,,,0,,,1,WH - PASON/M,
13.0057,Air Filter - FLEETGUARD AF25308,,,0,,,1,WH - PASON/M,
13.0058,Safety Filter - DONALDSON P119410,,,0,,,2,WH - PASON/M,
13.0059,"Hyd Filter ""DONALDSON"" P163903",,,0,,,0,WH - PASON/M,
14.0001,"Drill Pipe Float 5F-6R (Flapper type G) Bit Sub Treads Size : 6-5/8"" & 7-5/8"" Reg ""BAKER"" PN. 480315462, 3150462",,,0,,,0,WH-2/C,
14.0002,"Drill Pipe Float 5F-6R (Flapper type G) Bit Sub Treads Size : 6-5/8"" & 7-5/8"" Reg ""BAKER"" PN. - ( Ex Used )",,,0,,,1,WH-2/C,
14.0003,"Drill Pipe Float 4R (Plunger type G) Bit Sub Treads Size : 4-1/2"" Reg ""BAKER"" PN. 480314200, 3140200",,,0,,,1,WH-2/C,
14.0004,"Drill Pipe Float 2F-3R (Plunger type F) Bit Sub Treads Size : 3-1/2"" Reg ""BAKER"" PN. 480302432, 302043",,,0,,,2,WH-2/C,
14.0005,Spring Float Valve 5R SN. 4-5-E,,,0,,,0,WH-2/C,
14.0006,"Metal Repair Kit Float Valve 5F-6R Type F ""BAKER / OTECO"" PN. 71085701 / 16012100",,,0,,,0,WH-2/C,
14.0007,"Metal Repair Kit Float Valve 4R Type F ""BAKER / OTECO"" PN. 7108540 / 085-041",,,0,,,0,WH-2/C,
14.0008,Shock Absorber Float Valve Type 5F-6R PN. M01958,,,0,,,1,WH-2/C,
14.0009,Spring Float Valve 5F-6R PN. -,,,0,,,7,WH-2/C,
14.001,Metal Repair Kit Float Valve 5F-6R PN. FVRK134200,,,0,,,2,WH-2/C,
14.0011,"Baker Baffle Plate 6 5/8"" AP Reg Ring ( Totco Ring) ""BAKER / OTECO"" PN. VFDPSR658REGSP / 191705",,,0,,,2,WH-2/C,
14.0012,"Baker Baffle Plate 3 1/2"" AP Reg Ring ( Totco Ring) ""BAKER / OTECO"" PN. VFDPSR350REGRI / 191702",,,0,,,0,WH-2/C,
14.0013,Varco Style Handle Pin C/W. Washer & Cotter,,,0,,,3,WH-2/C,
14.0014,"Slip Insert Retaining Screw W. Lock Nut Rotary Style ""VARCO"" PN. J-3745",,,0,,,1,WH-2/C,
14.0015,"Slip Insert Spring Type C for Rotary Slip ""VARCO"" PN. J-7624-E-5",,,0,,,1,WH-2/C,
15.0001,"Gasket Klingrit Size: 6""",,,0,,,6,WH - 2/N,
15.0002,"Gasket Klingrit Size: 8""",,,0,,,8,WH - 2/N,
15.0003,"Gasket Klingrit Size: 10""",,,0,,,20,WH - 2/N,
16.0001,"Major Repair Kit Gate Valve 3"" - 5000 Psi ""DEMCO"" PN. OBS000452 (DGV-35-KRK)",,,0,,,1,WH-2/B,
16.0002,"Major Repair Kit Gate Valve 2"" - 5000 Psi ""DEMCO"" PN. OBS000452 (DGV-25-KRK)",,,0,,,5,WH-2/B,
16.0003,Repair Kit Check Valve SANYI SN. SYD5235-K for. 2-1/16 Inch - 5K Psi,,,0,,,1,WH - 2/X,
16.0004,Stem Kit Check Valve SANYI SN. - for. 2-1/16 Inch - 5K Psi,,,0,,,0,WH - 2/N,
17.0001,"Handle Slip Flex - Center New Style ""OIL BARRON"" PN. OB5000454 ( for. Rotary Drill Slip )",,,0,,,0,WH-2/C,
17.0002,"Handle Slip Flex - Left / Righ3 New Style ""OIL BARRON"" PN. OB5000454 ( for. Rotary Drill Slip )",,,0,,,2,WH-2/C,
17.0003,Safety Clamp / Clamp DC Type. MP-R Size: 6-3/4 Inch - 8-1/4 Inch C/W. Wrench & Steel Box SN. J-33013,,,0,,,1,WH - 2/N,
17.0004,Segment Intermediate Type. MP-R SN. OBS002354 for. Safety Clamp / Clamp DC,,,0,,,5,WH - 2/N,
17.0005,Segment Dies Slip 3-1/2 Inch CAVINS SN. 280614,,,0,,,4,WH - 2/N,
17.0006,Segment Dies Slip 7-5/8 Inch CAVINS SN. 272746,,,0,,,4,WH - 2/N,
17.0007,Segment Dies Slip F 4 AD,,,0,,,4,WH - 2/N,
17.0008,Casing Rabbit Size: 13-3/8 Inch MUD KING SN. MK-CA122,,,0,,,1,WH - 2/S,
17.0009,Casing Rabbit Size: 10-3/4 Inch,,,0,,,1,WH - 2/S,
17.001,Casing Rabbit Size: 8-5/8 Inch,,,0,,,1,WH - 2/S,
17.0011,Casing Rabbit Size: 3.745 Inch,,,0,,,2,WH - 2/S,
17.0012,"Circular Button 4-3/4"" & 6-1/2"" DC for. Rotary DC Slip VARCO Type DCS-S&R P/N. 2620",,,0,,,6,WH - 3/D3,
17.0013,"Circular Button 7-5/8"" - 8-5/8"" - 9-5/8"" - 10-3/4"" - 13-3/8"" CSG OD for. Rotary CSG Slip P/N. 2630",,,0,,,240,WH - 3/D3,
17.0014,Circular Button P/N. 2618,,,0,,,65,WH - 3/D3,
17.0015,"Circular Button 4-1/2"" - 6"" DC Type DCS-R P/N. 2628-63 for. Rotary Drill Collar Slip VARCO",,,0,,,171,WH - 3/D3,
17.0016,Circular Button P/N. 10228,,,0,,,0,WH - 3/D3,
17.0017,"Circular Button 7"" CSG Type CMS-XL P/N. 2619 for. Rotary Casing Slip VARCO",,,0,,,312,WH - 3/D3,
17.0018,Dies P/N. 80113,,,0,,,21,WH - 3/D3,
17.0019,Dies Pyramid P/N. 2164,,,0,,,112,WH - 3/D3,
17.002,Dies P/N. 1455,,,0,,,25,WH - 3/D3,
17.0021,Dies Pyramid P/N. 6401-2,,,0,,,24,WH - 3/D3,
17.0022,"Dies Pyramid 3/8"" x 1/4"" x 1/2"" P/N. PTD381412 for. IRN",,,0,,,96,WH - 3/D3,
17.0023,"Dies Pyramid 1/2"" x 1-1/4"" x 4-1/2"" P/N. FDT12114412",,,0,,,100,WH - 3/D3,
17.0024,"Reducing Dies 3.1/2""x 2.3/8""P/N 2160",,,0,,,0,WH - 3,
17.0025,"Dies 3.1/2""x 3./2""P/N 2162",,,0,,,0,WH - 3,
17.0026,"Reducing Dies 3.1/2""x 2.7/8""P/N 2161",,,0,,,0,WH - 3,
18.0001,"Union Hammer Coupling 3"" x 15000 Psi - FIG 1502 ""WECO""",,,0,,,2,WH-2/A,
18.0002,"Union Hammer Coupling 6"" x 2000 Psi - FIG 206 (Thread Only)",,,0,,,3,WH - 2/F,
18.0003,"Seal Hammer Union Coupling 2""",,,0,,,17,WH - 2/R,
18.0004,"Seal Hammer Union Coupling 3""",,,0,,,8,WH - 2/R,
18.0005,"Union Hammer Coupling 6"" x 2000 Psi - FIG 206 ""WECO"" - ""Welded Type"" (Ex Used)",,,0,,,2,WH - 2/X,
18.0006,Pipe Clamp 4 Inch C/W. Chain,,,0,,,0,WH - 2/X,
18.0007,"Rotary Drilling Hose Assembly
 Size 3 Inch x 5K x 10.4 M (OAL) W/ Integral Crimp Fitting With 1502 Male & Female Hammer Union Coupling",,,0,,,1,WH - BROWN,
18.0008,"Flexible Hose High Pressure, Size 2 Inch ID -5000 WP X 10 Meter Lenght C/W Connection Male & Female Half Union 2 Inch Fig 1502,",,,0,,,2,WH - BROWN,
19.0001,Camlock Conn. Female Coupler x Female Thread Size : 4 Inch SN. D400,,,0,,,4,WH - 2/E,
19.0002,Camlock Conn. Female Coupler x Hose Shank Size : 4 Inch SN. C400,,,0,,,2,WH - 2/E,
19.0003,Camlock Conn. Male Adapter x Hose Shank Size : 4 Inch SN. E400,,,0,,,2,WH - 2/E,
19.0004,Camlock Conn. Female Adapter x Hose Shank Size : 4 Inch SN. A400,,,0,,,4,WH - 2/E,
19.0005,Camlock Conn. Female Coupler x Female Thread Size : 4 Inch SN. B400,,,0,,,2,WH - 2/E,
19.0006,Camlock Conn. Female Coupler x Hose Shank Size : 3 Inch SN. E300,,,0,,,3,WH - 2/E,
19.0007,Camlock Conn. Female Coupler x Hose Shank Size : 3 Inch SN. C300,,,0,,,2,WH - 2/E,
19.0008,Camlock Conn. Male Adapter x Male Thread Size : 3 Inch SN. F300,,,0,,,3,WH - 2/E,
19.0009,Camlock Conn. Female Coupler x Male Thread Size : 3 Inch SN. B300,,,0,,,1,WH - 2/E,
19.001,Camlock Conn. Female Coupler x Hose Shank Size : 6 Inch SN. C600,,,0,,,2,WH - 2/E,
19.0011,Camlock Conn. Male Adapter x Male Thread Size : 6 Inch SN. F600,,,0,,,3,WH - 2/E,
19.0012,Clamp Hose Size 2 Inch,,,0,,,12,WH - 2/N,
19.0013,Clamp Hose Size 3 Inch,,,0,,,9,WH - 2/N,
19.0014,Clamp Hose Size 4 Inch,,,0,,,8,WH - 2/N,
19.0015,Clamp Hose Size 5 Inch,,,0,,,19,WH - 2/N,
19.0016,Clamp Hose Size 6 Inch,,,0,,,13,WH - 2/N,
19.0017,Heavy Duty Clamp Size: 32 - 35Mm,,,0,,,11,WH - 2/N,
19.0018,Heavy Duty Clamp Size: 56 - 59Mm,,,0,,,7,WH - 2/N,
19.0019,Heavy Duty Clamp Size: 60 - 63Mm,,,0,,,25,WH - 2/N,
19.002,Heavy Duty Clamp Size: 74 - 79Mm,,,0,,,9,WH - 2/N,
19.0021,Heavy Duty Clamp Size: 80 - 85Mm,,,0,,,15,WH - 2/N,
19.0022,Heavy Duty Clamp Size: 86 - 91Mm,,,0,,,10,WH - 2/N,
19.0023,Heavy Duty Clamp Size: 104 - 112Mm,,,0,,,28,WH - 2/N,
19.0024,Heavy Duty Clamp Size: 113 - 121Mm,,,0,,,11,WH - 2/N,
19.0025,Camlock Conn Female Coupler X Hose Shank Size: 1 Inch SN. C100,,,0,,,13,WH - 2/O,
19.0026,Camlock Conn Female Coupler X Male Thread Size: 1 Inch SN. B100,,,0,,,7,WH - 2/O,
19.0027,Camlock Conn Female Coupler X Female Thread Size: 1 Inch SN. D100,,,0,,,4,WH - 2/O,
19.0028,Camlock Conn Dust Cap Size: 1 Inch SN. DC100,,,0,,,4,WH - 2/O,
19.0029,Camlock Conn Male Adapter X Male Thread Size: 1 Inch SN. F100,,,0,,,4,WH - 2/O,
19.003,Camlock Conn Male Coupler X Hose Shank Size: 1 Inch SN. E100,,,0,,,0,WH - 2/O,
19.0031,Camlock Conn Female Coupler X Hose Shank Size: 3/4 Inch SN. C75,,,0,,,17,WH - 2/O,
19.0032,Ball Valve 316 - 1/2 Inch,,,0,,,2,WH - 2/O,
19.0033,Ball Valve 316 - 2 Inch,,,0,,,4,WH - 2/O,
19.0034,Camlock Conn Dust Cap Size: 1 Inch SN. DP100,,,0,,,1,WH - 2/O,
19.0035,Camlock Conn Male Adapter X Female Thread Size: 1-1/4 Inch SN. A125,,,0,,,0,WH - 2/O,
19.0036,Camlock Plastic Conn Dust Cap Size: 1 Inch SN. DC100,,,0,,,4,WH - 2/O,
19.0037,Camlock Plastic Conn Female Coupler X Hose Shank Size: 1-1/4 Inch SN. C125,,,0,,,1,WH - 2/O,
19.0038,Camlock Plastic Conn Male Adapter X Male Thread Size: 1 Inch SN. F100,,,0,,,3,WH - 2/O,
19.0039,Camlock Conn Female Coupler X Female Thread Size: 2 Inch SN. D200,,,0,,,6,WH - 2/O,
19.004,Camlock Conn Male Adapter X Hose Shank Size: 2 Inch SN. E200,,,0,,,9,WH - 2/O,
19.0041,Camlock Conn Male Adapter X Hose Shank Size: 2 Inch SN. E200,,,0,,,1,WH - 2/O,
19.0042,Camlock Conn Female Coupler X Male Thread Size: 2 Inch SN. B200,,,0,,,1,WH - 2/O,
19.0043,Camlock Plastic Conn Male Adapter X Male Thread Size: 2 Inch SN. F200,,,0,,,0,WH - 2/O,
19.0044,Camlock Conn Male Adapter X Female Thread Size: 2 Inch SN. A200,,,0,,,2,WH - 2/O,
19.0045,Camlock Plastic Conn Female Coupler X Hose Shank Size: 2 Inch SN. C200,,,0,,,9,WH - 2/O,
19.0046,Camlock Plastic Conn Female Coupler X Male Thread Size: 2 Inch SN. B200,,,0,,,3,WH - 2/O,
19.0047,Camlock Conn Male Adapter X Female Thread Size: 3 Inch SN. A300,,,0,,,12,WH - 2/O,
19.0048,Camlock Conn Female Coupler X Female Thread Size: 3 Inch SN. D300,,,0,,,7,WH - 2/O,
19.0049,Camlock Conn Female Coupler X Male Thread Size: 3 Inch SN. B300,,,0,,,5,WH - 2/O,
19.005,Camlock Conn Male Adapter X Male Thread Size: 3 Inch SN. F300,,,0,,,5,WH - 2/O,
19.0051,Camlock Conn Male Adapter X Hose Shank Size: 3 Inch SN. E300,,,0,,,7,WH - 2/O,
19.0052,Camlock Conn Female Coupler X Hose Shank Size: 3 Inch SN. C300,,,0,,,3,WH - 2/O,
19.0053,Camlock Conn Male Adapter X Female Thread Size: 4 Inch SN. A400,,,0,,,9,WH - 2/O,
19.0054,Camlock Conn Female Coupler X Male Thread Size: 4 Inch SN. B400,,,0,,,2,WH - 2/O,
19.0055,Camlock Conn Male Adapter X Male Thread Size: 4 Inch SN. F400,,,0,,,2,WH - 2/O,
19.0056,Camlock Conn Female Coupler X Female Thread Size: 4 Inch SN. D400,,,0,,,2,WH - 2/O,
19.0057,Camlock Conn Male Adapter X Hose Shank Size: 4 Inch SN. E400,,,0,,,3,WH - 2/O,
19.0058,Camlock Conn Dust Cap Size: 4 Inch SN. DC400,,,0,,,1,WH - 2/O,
19.0059,Camlock Conn Female Coupler X Hose Shank Size: 4 Inch SN. C400,,,0,,,1,WH - 2/O,
19.006,Camlock Conn Female Coupler Size: 4 Inch X Male Coupler Size: 2 Inch SN. DA4020,,,0,,,1,WH - 2/O,
19.0061,Camlock Conn Dust Cap Size: 2 Inch SN. DC200,,,0,,,0,WH - 2/O,
19.0062,Camlock Conn Male Coupler X Hose Shank Size: 6 Inch SN. E600,,,0,,,2,WH - 2/R,
19.0063,Camlock Conn Male Thread X Hose Shank Size: 6 Inch SN. 600,,,0,,,4,WH - 2/R,
19.0064,Fitting Hose 1 Inch NPT P/N. 2G29A,,,0,,,5,WH - 3/A2,
19.0065,Ferroul 1 Inch NPT P/N. 7347-0314,,,0,,,2,WH - 3/A2,
19.0066,Fitting Hose 1/4 Inch Elbow Conn. JIC P/N. -,,,0,,,6,WH - 3/A2,
19.0067,Fitting Hose 1/4 Inch Stright Conn. JIC P/N. -,,,0,,,13,WH - 3/A2,
19.0068,Ferroul 1/4 Inch P/N. -,,,0,,,14,WH - 3/A2,
19.0069,Fitting Hose 1/2 Inch Elbow Conn. JIC P/N. -,,,0,,,11,WH - 3/A2,
19.007,Fitting Hose 1/2 Inch Stright Conn. JIC P/N. -,,,0,,,19,WH - 3/A2,
19.0071,Ferroul 1/2 Inch P/N. -,,,0,,,34,WH - 3/A2,
19.0072,Fitting Hose 3/4 Inch Elbow Conn. JIC P/N. -,,,0,,,6,WH - 3/A2,
19.0073,Fitting Hose 3/4 Inch Stright Conn. JIC P/N. -,,,0,,,14,WH - 3/A2,
19.0074,Ferroul 3/4 Inch P/N. -,,,0,,,24,WH - 3/A2,
19.0075,Fitting Hose 1-1/4 Inch Conn. NPT P/N. -,,,0,,,10,WH - 3/A2,
19.0076,Ferroul 1-1/4 Inch Conn. NPT P/N. -,,,0,,,10,WH - 3/A2,
19.0077,"Air Hose 1/4"" x 1200 BAR W/. Conn. Female Coupler NPT x Female Coupler NPT",,,0,,,0,WH - 3/D1,
19.0078,"Air Hose 1/4"" x 1280 BAR W/. Conn. Female Coupler NPT x Female Coupler NPT",,,0,,,0,WH - 3/D1,
19.0079,Water Hose Size 1 Inch,,,0,,,1,WH - 3/F1,
19.008,"Safety Guard Spiral Hose 3"" HDPW",,,0,,,0,WH - 3,
19.0081,"Hyd. Hose 3/4"" x 4000 Psi ALFAGOMA @1 Roll",,,0,226800,,100,WH - 3,
19.0082,"Hyd. Hose 3/8"" x 4800 Psi ALFAGOMA @1 Roll",,,0,65900,,100,WH - 3,
19.0083,"Water Hose Size 3"" x 150 Psi ALFAGOMA",,,0,270200,,0,WH - 3,
19.0084,"Fitting Hose Crimping 3/8"" Elbow 90° C/W. Ferroul FNP-06 JIC",,,0,40600,,20,RM OFFICE,
19.0085,"Fitting Hose Crimping 3/8"" Straight C/W. Ferroul FNP-06 JIC",,,0,19600,,20,RM OFFICE,
19.0086,"Fitting Hose Crimping 1"" Straight C/W. Ferroul 16 GS JIC",,,0,,,5,RM OFFICE,
19.0087,"Fitting Hose Crimping 1"" Elbow 90° C/W. Ferroul 16 HTC-OFSR",,,0,,,5,RM OFFICE,
19.0088,"Flange Elbow 90° Crimp Fitting Hose Hyd. 1""",,,0,,,5,RM OFFICE,
19.0089,"Flange Straight Crimp Fitting Hose Hyd. 1""",,,0,,,5,RM OFFICE,
19.009,"Flange Elbow 90° Crimp Fitting Hose Hyd. 1.1/4""",,,0,,,5,RM OFFICE,
19.0091,"Flange Straight Crimp Fitting Hose Hyd. 1.1/4""",,,0,,,5,RM OFFICE,
19.0092,"Fitting Hyd. Hose 1/4"" NPT x 3/8"" JIC Straight",,,0,,,10,RM OFFICE,
19.0093,"Fitting Hyd. Hose 1/4"" NPT x 3/8"" JIC Elbow 90°",,,0,,,10,RM OFFICE,
19.0094,"Fitting Hyd. Hose 3/8"" Elbow 90° 6C50X-SBP",,,0,,,10,RM OFFICE,
19.0095,"Hydraulic Quick Coupling NPT 1/2"" X 3000 Psi",,,0,,,10,RM OFFICE,
19.0096,"Hydraulic Quick Coupling NPT 3/4"" X 3000 Psi",,,0,,,10,RM OFFICE,
19.0097,"Hydraulic Quick Coupling NPT 1"" X 3000 Psi",,,0,,,5,RM OFFICE,
19.0098,"Hydraulic Quick Coupling NPT 3/8"" X 3000 Psi",,,0,,,5,RM OFFICE,
19.0099,"Hydraulic Quick Coupling NPT 1/4"" X 3000 Psi",,,0,,,5,RM OFFICE,
19.0100,"Adapter Nipple 1/4"" NPT x 1/4"" JIC Straigh(Medium)",,,0,,,10,RM OFFICE,
19.0101,"Repair Kit for 3"" x 5000 Psi DEMCO Type Gate Valve SANYI S/N. G2604006 P/N. RK3IN5K15025KMI",,,0,,,0,RM OFFICE,
19.0102,"Standpipe Pressure Transducer, 10kpsi, APG, Bayonet SEN295",,,0,,,0,RM OFFICE,
20.0001,Hyd. Cylinder for. Loadsafe Clamp Extention,,,0,,,1,WH - 3/C4,
20.0002,Hyd. Cylinder for. Red Mast,,,0,,,0,WH - 3/C4,
20.0003,Hyd. Cylinder for. Iron Roughneck Scope S/N. 128098,,,0,,,1,WH - 3/C4,
20.0004,Hyd. Cylinder for. Loadsafe Outrigger,,,0,,,2,WH - 3/C4,
20.0005,Hyd. Cylinder for. Loadsafe Roll S/N. 250006150PE,,,0,,,3,WH - 3/C4,
20.0006,Hyd. Cylinder for. Iron Roughneck Make Up / Break Out (Yellow),,,0,,,1,WH - 3/C4,
20.0007,Hyd. Cylinder for. Iron Roughneck Loadsafe Jaw Clamp S/N. 1198911,,,0,,,1,WH - 3/C4,
20.0008,Hyd. Cylinder for. Lock Top Drive S/N. -,,,0,,,1,WH - 3/C4,
20.0009,Hyd. Cylinder for. THD Fit S/N. -,,,0,,,2,WH - 3/C4,
20.001,Hyd. Cylinder for. Clamp Iron Roughneck S/N. 2813-0411,,,0,,,2,WH - 3/C4,
20.0011,Hyd. Pump EATON S/N. 421AK01204B,,,0,,,1,WH - 3/C4,
21.0001,"Major Repair Kit ""M&M INTERNATIONAL"" PN. 2-75-15SL ( for. 4-1/2"" Kelly Valve )",,,0,,,1,WH-2/C,
22.0001,Carbon Bolt Type Anchor - Shackle Size: 16 Mm,,,0,,,0,WH - 2/R,
22.0002,Carbon Screw Pin Anchor - Shackle Size: 16 Mm,,,0,,,0,WH - 2/R,
22.0003,Carbon Bolt Type Anchor - Shackle Size: 13 Mm,,,0,,,0,WH - 2/R,
22.0004,Carbon Bolt Type Anchor - Shackle Size: 3/4 Inch,,,0,,,0,WH - 2/R,
22.0005,Carbon Screw Pin Anchor - Shackle Size: 22 Mm,,,0,,,2,WH - 2/R,
22.0006,Carbon Bolt Type Anchor - Shackle Size: 22 Mm,,,0,,,2,WH - 2/R,
22.0007,Carbon Bolt Type Anchor - Shackle Size: 1 Inch,,,0,,,0,WH - 2/R,
22.0008,Carbon Screw Pin Anchor - Shackle Size: 1 Mm,,,0,,,0,WH - 2/R,
22.0009,Carbon Bolt Type Anchor - Shackle Size: 1-1/4 Inch,,,0,,,1,WH - 2/R,
22.001,Swivel Hoist Ring Size: 1/2 Inch,,,0,,,4,WH - 2/R,
22.0011,Swivel Hook Size: 1/2 Inch,,,0,,,1,WH - 2/R,
22.0012,Swivel Hook Size: - WLL. 7T,,,0,,,1,WH - 2/R,
22.0013,Clevis Hook Size: 7/8 Inch,,,0,,,2,WH - 2/R,
22.0014,Clevis Hook Size: 10 Mm SN. G-70,,,0,,,1,WH - 2/R,
22.0015,Clevis Hook Size: 8 Mm SN. G-70,,,0,,,2,WH - 2/R,
22.0016,Machinery Eye Bolt Size: M20 x 30,,,0,,,2,WH - 2/R,
22.0017,Machinery Eye Bolt Size: M10 x 17,,,0,,,0,WH - 2/R,
22.0018,Machinery Eye Bolt Size: M12 x 20.5,,,0,,,0,WH - 2/R,
22.0019,Machinery Eye Bolt Size: 1/2 Inch,,,0,,,3,WH - 2/R,
22.002,Machinery Eye Bolt Size: M16 / 5/8 Inch,,,0,,,1,WH - 2/R,
22.0021,Machinery Eye Bolt Size: 5/8 Inch MDL: S-279 / M-279,,,0,,,10,WH - 2/R,
23.0001,Diaphragm Pulsation Dampener SN. PZ - 8 for. Mud Pump F-800,,,0,,,2,WH - 2/G,
23.0002,Piston Nut MUD KING P/N : MK-7403364,,,0,,,5,WH - 2/H,
23.0003,Lower Valve Guide With Bushing MUD KING PN. MK-6319-0087-00 for. Mud Pump F-800,,,0,,,4,WH - 2/H,
23.0004,Locking Clip MUD KING PN. MK-MK-6319-0087-00 for. Mud Pump F-800,,,0,,,0,WH - 2/H,
23.0005,Retainer Plate MUD KING PN. MK-6397-0603-00 for. Mud Pump F-800,,,0,,,12,WH - 2/H,
23.0006,Spring Valve MUD KING PN. MK-5710-110 for Mud Pump F-800,,,0,,,44,WH - 2/H,
23.0007,"Piston Assy 6 Inch CALIBER X400, High Temp MUD KING P/N : 424-60F15-UT",,,0,,,1,WH - 2/I,
23.0008,Piston Assy 5-1/2 Inch Series B MUD KING P/N : MK-154HB14/15,,,0,,,23,WH - 2/I,
23.0009,Valve Assy MKP-Full Open Type OBS000407 PN. MK-6FO-V1,,,0,,,5,WH - 2/I,
23.001,Cylinder Head Gasket MUD KING PN. MK-0282 for. Mud Pump F-800,,,0,,,0,WH - 2/I,
23.0011,Cylinder Head Plug MUD KING PN. MK-6319003100 for. Mud Pump F-800,,,0,,,4,WH - 2/I,
23.0012,Upper Valve Guide MUD KING PN. MK-6397-0575-00,,,0,,,19,WH - 2/K,
23.0013,Oil Seal Extention Rod - NATIONAL SEAL P/N : 415953,,,0,,,6,WH - 2/K,
23.0014,Oil Seal Extention Rod - P/N : AH34001-04-23A,,,0,,,27,WH - 2/K,
23.0015,Seal - Suction Manifold MUD KING PN : MK-76021600-61,,,0,,,23,WH - 2/K,
23.0016,O-Ring Seal - Discharge Manifold PN : MK-76021610-46,,,0,,,12,WH - 2/K,
23.0017,O-Ring NBR70 PN. N7-429 (126.37.006.99.140.35),,,0,,,6,WH - 2/K,
23.0018,O-Ring Extention Rod,,,0,,,6,WH - 2/K,
23.0019,O-Ring Union Hammer Coupling Size: 6 Inch,,,0,,,0,WH - 2/K,
23.002,Piston Assy 5-1/2 Inch White Lightning Bondet One Piece 7500 Psi - NOV PN. 10350663-001,,,0,,,6,WH - 2/K,
23.0021,Liner Cage MUD KING PN. MK-6319-0026-00 for. Mud Pump F-800,,,0,,,5,WH - 2/L,
23.0022,Liner Ceramic 6-3/4 Inch MUD KING PN. -,,,0,,,3,WH - 2/T,
23.0023,Liner Ceramic 5-1/2 Inch MUD KING PN. MK - 0148 - 54,,,0,,,6,WH - 2/T,
23.0024,Liner 5.1/2 Inch MUD KING P/N : MK - 0148 - 54,,,0,,,2,WH - 2/T,
23.0025,Liner 5.1/2 Inch MUD KING P/N : - ( Ex Used Good Condition ),,,0,,,9,WH - 2/T,
23.0026,Liner 5 Inch MUD KING P/N : MK-0148-50,,,0,,,0,WH - 2/T,
23.0027,Liner Ceramic 6 Inch MUD KING P/N : #0148-60-C,,,0,,,9,WH - 2/U,
23.0028,Liner 6 Inch MUD KING P/N : MK - 0148 - 60,,,0,,,5,WH - 2/U,
23.0029,Piston Rod ( F - 800 ) Ex Used,,,0,,,5,WH - 2/U,
23.003,Piston Assy 6-3/4 Inch MUD KING P/N : PIST675NBR for. Mud Pump F-800,,,0,,,6,WH - 2/V,
23.0031,"Piston Assy 6 Inch Black Rubber Bonded 1-5\8"" MUD KING P/N : MK - RB - 600 / PIST600NBRC for. Mud Pump F-800",,,0,,,17,WH - 2/V,
23.0032,Piston Assy 6 Inch MUD KING P/N : MK- 160- HB'14/15 for. Mud Pump F-800,,,0,,,7,WH - 2/V,
23.0033,Piston Assy 5-1/2 Inch Red Thunder High Bonded - MUD KING PN. MK - RT - 540 for. Mud Pump F-800,,,0,,,6,WH - 2/V,
23.0034,"Piston Rubber 6"" MUD KING P/N : MK - 160 - HB for. Mud Pump F-800",,,0,,,3,WH - 2/V,
23.0035,"Piston Rubber 6"" MUD KING P/N : MK - 154 - HB for. Mud Pump F-800",,,0,,,7,WH - 2/V,
23.0036,"Piston Rubber 5.1/2"" MUD KING P/N : MK - 154 - HB for. Mud Pump F-800",,,0,,,18,WH - 2/V,
23.0037,Seat Valve MUD KING P/N. MK - 6FO - S6 Full Open Type for. Mud Pump F-800,,,0,,,13,WH - 2/V,
23.0038,Cover Valve Pot MUD KING P/N. MK - 6319 - 0027 - 00,,,0,,,2,WH - 2/V,
23.0039,Clamp Piston Rod MUD KING P/N. MK - 24 - 0150,,,0,,,1,WH - 2/V,
23.004,Extention/Intermediate Rod F-800 MUD KING PN: MK - 16 - 0150,,,0,,,3,WH - 2/W,
23.0041,Radial Shaft Seal SKF S/N. 54934 for. Shaft Mud Pump F800 Right Shaft Seal,,,0,,,3,WH - 3/C2,
23.0042,Suction Manifold Gasket for. Mud Pump EMSCO F-800,,,0,,,2,WH - PASON/G,
23.0043,Fluid End,,,0,,,1,WH - BROWN,
24.0001,Bestolife Copper Supreme Special Blend P/N. 635066,,,0,,,8,WH - 3,
24.0002,Steel Seal Lanolin Based LANOTEC P/N. SS/0020,,,0,,,4,WH - BROWN,
24.0003,Sulube Cutting Oil @18L HERAKLESS,,,0,,,1,WH - BROWN,
